FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,MAJRIVRS0_,F_ID,PERMIT_NUM,WELL_NAME,OPERATOR,OPERATOR_N,WELL_TYPE,WELL_TYPE_,WELL_STATU,WELL_STA_1,PERMIT_DAT,SPUD_DATE,CONSERVATI,COUNTY,COUNTY_ID,MUNICIPALI,MUNICIPA_1,MUNICIPA_2,LATITUDE,LONGITUDE,PRMRY_FID,UNCONVENTI,SURFACE_EL,WELL_CONFI,COAL_IND,WELL_PAD_N,OLDEST_FOR,TARGET_FOR,PRODUCING_,WELL_PAD_L,ACCESS_ROA,TOTAL_MAXI,REACH_CODE,HUC_CODE,REGION,DATE_PLUGG,WELL_PAD_I,UIC_ID,UIC_TYPE_D,STORAGE_FI,SITE_ID,SITE_NAME,PERMIT_D_1
"5","7","0","0",59000.70000000000,"5","25083",083-11721,BURNS - FEE 3,QUAKER STATE CORP,OGO-12295,UNDETERMINED,"11",DEP Orphan List,"2",1995/03/08,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99904200000,-78.50611100000,"143545",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"141612",BURNS FEE 3 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-11724,BURNS - FEE 6,QUAKER STATE CORP,OGO-12295,UNDETERMINED,"11",DEP Orphan List,"2",1995/03/08,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99933000000,-78.50417900000,"143548",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"141615",BURNS FEE 6 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09288,BURNS F31 421,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99965900000,-78.47798100000,"141111",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/01/07,"0",,,,"139179",BURNS F31 421 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-57514,BELLS HOLLOW 13 W,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Abandoned List,"23",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99958000000,-78.39455100000,"860066",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"859145",BELLS HOLLOW 13 W OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-57518,BELLS HOLLOW 17,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Abandoned List,"23",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99834600000,-78.39478000000,"860071",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"859149",BELLS HOLLOW 17 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-45269,JOHNSTON HERZOG A10,PA GEN ENERGY CORP,OGO-13393,OIL,"7",Plugged OG Well,"15",1986/07/02,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99917900000,-78.57220700000,"169900",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1998/03/24,"0",,,,"167950",JOHNSTON HERZOG A10 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09265,BURNS FLOOD 31 013,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99964500000,-78.47496500000,"141088",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/12/26,"0",,,,"139156",BURNS FLOOD 31 013 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-57515,BELLS HOLLOW 14,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Abandoned List,"23",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99907500000,-78.39531800000,"860068",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"859146",BELLS HOLLOW 14 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30768,NEWELL TRACT 105,VINEYARD OIL & GAS CO,OGO-18499,OIL,"7",Active,"7",1974/01/15,2005/03/31,N,McKean,"42",Foster,Twp,"42910",41.99808100000,-78.59555400000,"155378",N,"1815",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"153428",NEWELL TRACT 105 OG WELL,1975/01/15
"5","7","0","0",59000.70000000000,"5","25083",083-15858,RAM FOREST 21E,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Plugged,"24",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99950500000,-78.41190400000,"711175",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2009/06/01,"0",,,,"711574",RAM FOREST 21E OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07343,JOHNSTON LOT 35 ZB31,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99858100000,-78.55436100000,"139263",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/05/30,"0",,,,"137332",JOHNSTON LOT 35 ZB31 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-57513,BELLS HOLLOW 12 W,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Abandoned List,"23",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99957000000,-78.39533000000,"860065",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"859144",BELLS HOLLOW 12 W OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07338,JOHNSTON LOT 35 ZB18,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99954200000,-78.55461900000,"139258",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/09/10,"0",,,,"137327",JOHNSTON LOT 35 ZB18 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09665,BURNS F11 85,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99838300000,-78.48743600000,"141488",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/01,"0",,,,"139556",BURNS F11 85 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30778,NEWELL TRACT 49,EAST RESOURCES INC,OGO-4339,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99841900000,-78.59079600000,"155388",N,"2135",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2001/11/16,"0",,,,"153438",NEWELL TRACT 49 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-36266,EBENEZER-FOX 01,ROBERT G GULNAC CO,OGO-26431,OIL,"7",Plugged OG Well,"15",1978/08/25,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99836900000,-78.46771700000,"160881",N,"1680",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1978/10/04,"0",,,,"158932",EBENEZER FOX 01 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-14855,BROWN SMITH E,UNKNOWN OPR,OGO-99999,OIL,"7",DEP Plugged,"24",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99900000000,-78.37503300000,"629455",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2002/01/25,"0",,,,"605053",BROWN SMITH E OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09668,BURNS F11 98,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99920600000,-78.47971000000,"141491",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/07,"0",,,,"139559",BURNS F11 98 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09280,BURNS F31 010,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99972800000,-78.47846000000,"141103",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/01/08,"0",,,,"139171",BURNS F31 010 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-42397,MALLORY (INTERSTATE PARKWAY) 1-14,VANDERHOOF ENERGY PROD LLC,OGO-69051,OIL,"7",Active,"7",1984/02/05,1984/03/12,N,McKean,"42",Foster,Twp,"42910",41.99800400000,-78.71590400000,"167020",N,"2157",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"165071",MALLORY INTERSTATE PARKWAY 1-14 WELL,1985/02/05
"5","7","0","0",59000.70000000000,"5","25083",083-13519,JOHNSTON LOT 39 ZB07,BARRY ASSOC INC,OGO-42165,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99909700000,-78.56139100000,"521944",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2004/04/16,"0",,,,"494264",JOHNSTON LOT 39 ZB07 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-15856,RAM FOREST 19E,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",DEP Plugged,"24",,1800/01/01,N,McKean,"42",Eldred,Twp,"42909",41.99967100000,-78.41232100000,"711171",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2009/05/28,"0",,,,"711572",RAM FOREST 19E OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-31419,JOHNSTON 014,NORTH AMER OIL & GAS DRILLING CO INC,OGO-11791,OIL,"7",DEP Abandoned List,"23",1974/06/11,1975/12/02,N,McKean,"42",Foster,Twp,"42910",41.99914600000,-78.58205200000,"156031",N,"1985",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"154080",JOHNSTON 014 OG WELL,1975/06/11
"5","7","0","0",59000.70000000000,"5","25083",083-56970,JOHNSTON LOT 35 ZBO27,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99810300000,-78.55365300000,"823228",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/05/29,"0",,,,"826758",JOHNSTON LOT 35 ZBO27 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-54558,WARRANT 4335 2,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2010/02/18,2008/11/17,N,McKean,"42",Foster,Twp,"42910",41.99795800000,-78.70593900000,"726662",N,"2307",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"729591",WARRANT 4335 2 OG WELL,2011/02/18
"5","7","0","0",59000.70000000000,"5","25083",083-56983,JOHNSTON LOT 37 14,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99927500000,-78.55818900000,"823253",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2016/03/08,"0",,,,"826779",JOHNSTON LOT 37 14 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07397,JOHNSTON LOT 35 ZBA06,BARRY ASSOC INC,OGO-42165,INJECTION,"4",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99931700000,-78.55381100000,"139317",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/05/29,"0",,,,"137386",JOHNSTON LOT 35 ZBA06 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07373,JOHNSTON LOT 35 ZB025,BARRY ASSOC INC,OGO-42165,INJECTION,"4",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99807800000,-78.55524200000,"139293",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2006/07/10,"0",,,,"137362",JOHNSTON LOT 35 ZB025 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-00556,BURNS FLOOD 11 88,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",1986/06/02,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99846500000,-78.49096800000,"132959",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/03/03,"0",,,,"131034",BURNS FLOOD 11 88 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09628,BURNS FLOOD 11 0133,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99871200000,-78.48239600000,"141451",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/18,"0",,,,"139519",BURNS FLOOD 11 0133 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-50459,MCCRAY LEASE 5,BOBCAT PROD CORP,OGO-45370,OIL,"7",Active,"7",2005/06/02,2005/08/20,N,McKean,"42",Foster,Twp,"42910",41.99838900000,-78.61048000000,"667255",N,"1821",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"654767",MCCRAY LEASE 5 OG WELL,2006/06/02
"5","7","0","0",59000.70000000000,"5","25083",083-35669,JOHNSTON ZC 13,RICHARD B HERZOG,OGO-27313,OIL,"7",Plugged OG Well,"15",1978/01/12,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99857800000,-78.56832000000,"160283",N,"1740",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2015/12/03,"0",,,,"158333",JOHNSTON ZC 13 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-11727,BURNS - FEE 9,QUAKER STATE CORP,OGO-12295,UNDETERMINED,"11",DEP Orphan List,"2",1995/03/08,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99841100000,-78.50412400000,"143551",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"141618",BURNS FEE 9 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-52657,WARRANT 4917 9 5,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/11/07,2008/11/07,N,McKean,"42",Foster,Twp,"42910",41.99796100000,-78.75353300000,"698864",N,"2230",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"696377",WARRANT 4917 9 5 OG WELL,2008/11/07
"5","7","0","0",59000.70000000000,"5","25083",083-09676,BURNS F11 604,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99909700000,-78.48861300000,"141499",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/03,"0",,,,"139567",BURNS F11 604 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-52661,WARRANT 4917 9 1,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/11/07,2008/02/12,N,McKean,"42",Foster,Twp,"42910",41.99808600000,-78.76254700000,"698857",N,"2105",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"696366",WARRANT 4917 9 1 OG WELL,2008/11/07
"5","7","0","0",59000.70000000000,"5","25083",083-52880,WARRANT 4335 43,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/12/04,2008/02/22,N,McKean,"42",Foster,Twp,"42910",41.99815000000,-78.69186900000,"699998",N,"2346",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"697822",WARRANT 4335 43 OG WELL,2008/12/04
"5","7","0","0",59000.70000000000,"5","25083",083-52658,WARRANT 4917 9 4,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/11/07,2008/11/04,N,McKean,"42",Foster,Twp,"42910",41.99795000000,-78.75540600000,"698862",N,"2215",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"696374",WARRANT 4917 9 4 OG WELL,2008/11/07
"5","7","0","0",59000.70000000000,"5","25083",083-56973,JOHNSTON LOT 35 113,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99956400000,-78.55723900000,"823234",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2016/07/19,"0",,,,"826762",JOHNSTON LOT 35 113 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-56985,JOHNSTON LOT 37 40,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99932800000,-78.56140800000,"823255",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2011/08/09,"0",,,,"826781",JOHNSTON LOT 37 40 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07344,JOHNSTON LOT 35 ZB32,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99861100000,-78.55390300000,"139264",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/05/29,"0",,,,"137333",JOHNSTON LOT 35 ZB32 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-57008,JOHNSTON LOT 39 160,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99856700000,-78.56211100000,"823284",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2004/04/23,"0",,,,"826813",JOHNSTON LOT 39 160 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-11731,BURNS - FEE 13,QUAKER STATE CORP,OGO-12295,UNDETERMINED,"11",DEP Orphan List,"2",1995/03/08,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99945300000,-78.50495200000,"143555",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"141622",BURNS FEE 13 WELL,
